solver;pc;dt;np;L2;H1;time
gmres;asm;7.8125e-09;16;1.0368270711525544e-13;2.107020548840198e-11;4.41
gmres;asm;3.90625e-09;1;1.0340332306549409e-13;2.1055576316459442e-11;2.59
gmres;asm;3.90625e-09;2;1.0340328656710072e-13;2.1055577224006658e-11;3.21
gmres;asm;3.90625e-09;4;1.0340331522528895e-13;2.105557580109838e-11;3.37
gmres;asm;3.90625e-09;8;1.0340332499006219e-13;2.1055575506471126e-11;3.77
gmres;asm;3.90625e-09;16;1.0340332071242675e-13;2.1055576659520962e-11;6.66
gcr;cholesky;5e-07;1;6.563694207355467e-14;1.6039226208946268e-11;0.96
gcr;cholesky;5e-07;2;6.563694207355458e-14;1.6039226208946213e-11;1.14
gcr;cholesky;5e-07;4;6.563694207355455e-14;1.6039226208946207e-11;1.17
gcr;cholesky;5e-07;8;6.563694207355471e-14;1.6039226208946203e-11;1.32
gcr;cholesky;5e-07;16;6.563694207355461e-14;1.6039226208946216e-11;2.21
gcr;cholesky;2.5e-07;1;1.0183145875793108e-13;2.1050161856709814e-11;0.96
gcr;cholesky;2.5e-07;2;1.018314587579309e-13;2.1050161856709843e-11;1.23
gcr;cholesky;2.5e-07;4;1.0183145875793098e-13;2.105016185670984e-11;1.31
gcr;cholesky;2.5e-07;8;1.0183145875793108e-13;2.1050161856709836e-11;1.46
gcr;cholesky;2.5e-07;16;1.0183145875793103e-13;2.1050161856709846e-11;2.62
gcr;cholesky;1.25e-07;1;9.392439597102472e-14;2.0185164792714288e-11;0.99
gcr;cholesky;1.25e-07;2;9.392439597102481e-14;2.0185164792714352e-11;1.42
gcr;cholesky;1.25e-07;4;9.392439597102477e-14;2.0185164792714317e-11;1.53
gcr;cholesky;1.25e-07;8;9.392439597102474e-14;2.0185164792714307e-11;1.78
gcr;cholesky;1.25e-07;16;9.392439597102483e-14;2.01851647927143e-11;3.18
gcr;cholesky;6.25e-08;1;9.921655276428927e-14;2.0645227666312397e-11;1.04
gcr;cholesky;6.25e-08;2;9.921655276428921e-14;2.0645227666312358e-11;1.86
gcr;cholesky;6.25e-08;4;9.921655276428915e-14;2.0645227666312393e-11;2.03
gcr;cholesky;6.25e-08;8;9.921655276428921e-14;2.0645227666312377e-11;2.39
gcr;cholesky;6.25e-08;16;9.921655276428918e-14;2.0645227666312422e-11;4.37
gcr;cholesky;3.125e-08;1;1.0368233558942726e-13;2.106560393002598e-11;1.11
gcr;cholesky;3.125e-08;2;1.0368233558942722e-13;2.1065603930025978e-11;2.67
gcr;cholesky;3.125e-08;4;1.0368233558942727e-13;2.106560393002593e-11;3.03
gcr;cholesky;3.125e-08;8;1.0368233558942726e-13;2.1065603930026026e-11;3.64
gcr;cholesky;3.125e-08;16;1.0368233558942728e-13;2.1065603930025942e-11;6.83
gcr;cholesky;1.5625e-08;1;1.0356954414228949e-13;2.10774111550276e-11;1.35
gcr;cholesky;1.5625e-08;2;1.0356954414228947e-13;2.1077411155027652e-11;4.32
gcr;cholesky;1.5625e-08;4;1.0356954414228942e-13;2.107741115502773e-11;4.89
gcr;cholesky;1.5625e-08;8;1.0356954414228944e-13;2.1077411155027623e-11;6.03
gcr;cholesky;1.5625e-08;16;1.035695441422895e-13;2.1077411155027678e-11;11.67
gcr;cholesky;7.8125e-09;1;1.0368270508511416e-13;2.1070206872341864e-11;1.68
gcr;cholesky;7.8125e-09;2;1.0368270508511412e-13;2.1070206872341802e-11;7.52
gcr;cholesky;7.8125e-09;4;1.0368270508511411e-13;2.107020687234188e-11;8.80
gcr;cholesky;7.8125e-09;8;1.0368270508511422e-13;2.1070206872341896e-11;10.54
gcr;cholesky;7.8125e-09;16;1.0368270508511416e-13;2.107020687234189e-11;21.42
gcr;cholesky;3.90625e-09;1;1.0340332306549414e-13;2.1055576316459513e-11;2.42
gcr;cholesky;3.90625e-09;2;1.0340332306549414e-13;2.1055576316459523e-11;13.89
gcr;cholesky;3.90625e-09;4;1.0340332306549428e-13;2.1055576316459526e-11;16.37
gcr;cholesky;3.90625e-09;8;1.034033230654943e-13;2.1055576316459355e-11;20.56
gcr;cholesky;3.90625e-09;16;1.034033230654941e-13;2.105557631645936e-11;40.74
gcr;lu;5e-07;1;6.563694207355463e-14;1.6039226208946236e-11;0.94
gcr;lu;5e-07;2;6.563694207355456e-14;1.603922620894622e-11;1.13
gcr;lu;5e-07;4;6.56369420735547e-14;1.6039226208946223e-11;1.18
gcr;lu;5e-07;8;6.563694207355467e-14;1.6039226208946223e-11;1.29
gcr;lu;5e-07;16;6.563694207355462e-14;1.603922620894623e-11;2.15
gcr;lu;2.5e-07;1;1.0183145875793089e-13;2.1050161856709846e-11;0.95
gcr;lu;2.5e-07;2;1.0183145875793112e-13;2.105016185670984e-11;1.21
gcr;lu;2.5e-07;4;1.0183145875793102e-13;2.105016185670985e-11;1.31
gcr;lu;2.5e-07;8;1.0183145875793105e-13;2.1050161856709852e-11;1.47
gcr;lu;2.5e-07;16;1.0183145875793098e-13;2.1050161856709856e-11;2.52
gcr;lu;1.25e-07;1;9.392439597102473e-14;2.0185164792714326e-11;1.00
gcr;lu;1.25e-07;2;9.392439597102481e-14;2.0185164792714333e-11;1.44
gcr;lu;1.25e-07;4;9.392439597102487e-14;2.0185164792714304e-11;1.56
gcr;lu;1.25e-07;8;9.392439597102477e-14;2.018516479271434e-11;1.82
gcr;lu;1.25e-07;16;9.392439597102477e-14;2.0185164792714294e-11;3.13
gcr;lu;6.25e-08;1;9.921655276428925e-14;2.0645227666312426e-11;1.05
gcr;lu;6.25e-08;2;9.921655276428922e-14;2.0645227666312435e-11;1.85
gcr;lu;6.25e-08;4;9.921655276428916e-14;2.064522766631237e-11;2.06
gcr;lu;6.25e-08;8;9.921655276428918e-14;2.0645227666312355e-11;2.36
gcr;lu;6.25e-08;16;9.921655276428921e-14;2.0645227666312374e-11;4.37
gcr;lu;3.125e-08;1;1.0368233558942728e-13;2.1065603930025958e-11;1.15
gcr;lu;3.125e-08;2;1.0368233558942727e-13;2.1065603930025975e-11;2.70
gcr;lu;3.125e-08;4;1.0368233558942726e-13;2.1065603930025936e-11;2.99
gcr;lu;3.125e-08;8;1.0368233558942727e-13;2.1065603930025965e-11;3.54
gcr;lu;3.125e-08;16;1.0368233558942728e-13;2.1065603930025952e-11;6.75
gcr;lu;1.5625e-08;1;1.0356954414228949e-13;2.107741115502772e-11;1.33
gcr;lu;1.5625e-08;2;1.0356954414228945e-13;2.1077411155027613e-11;4.36
gcr;lu;1.5625e-08;4;1.0356954414228945e-13;2.1077411155027607e-11;4.94
gcr;lu;1.5625e-08;8;1.0356954414228948e-13;2.107741115502765e-11;6.09
gcr;lu;1.5625e-08;16;1.0356954414228947e-13;2.1077411155027668e-11;11.83
gcr;lu;7.8125e-09;1;1.0368270508511411e-13;2.1070206872341838e-11;1.71
gcr;lu;7.8125e-09;2;1.0368270508511408e-13;2.1070206872341834e-11;7.47
gcr;lu;7.8125e-09;4;1.0368270508511412e-13;2.1070206872341825e-11;8.81
gcr;lu;7.8125e-09;8;1.0368270508511412e-13;2.1070206872341847e-11;10.69
gcr;lu;7.8125e-09;16;1.0368270508511412e-13;2.1070206872341876e-11;21.76
gcr;lu;3.90625e-09;1;1.0340332306549418e-13;2.1055576316459413e-11;2.43
gcr;lu;3.90625e-09;2;1.0340332306549414e-13;2.1055576316459413e-11;14.00
gcr;lu;3.90625e-09;4;1.0340332306549422e-13;2.105557631645952e-11;16.46
gcr;lu;3.90625e-09;8;1.0340332306549418e-13;2.1055576316459497e-11;20.82
gcr;lu;3.90625e-09;16;1.0340332306549422e-13;2.105557631645947e-11;40.99
gcr;bjacobi;5e-07;1;6.563694207355437e-14;1.603922620894627e-11;0.96
gcr;bjacobi;5e-07;2;6.563663023399456e-14;1.603923747392984e-11;1.01
gcr;bjacobi;5e-07;4;6.563696383225844e-14;1.6039233566988292e-11;1.05
gcr;bjacobi;5e-07;8;6.563622093861269e-14;1.6039201624043812e-11;1.19
gcr;bjacobi;5e-07;16;6.563694620239304e-14;1.603919463101849e-11;1.87
gcr;bjacobi;2.5e-07;1;1.0183145875793109e-13;2.105016185670985e-11;0.95
gcr;bjacobi;2.5e-07;2;1.0183062968035398e-13;2.105018938010593e-11;1.03
gcr;bjacobi;2.5e-07;4;1.018306510764832e-13;2.1050167254296947e-11;1.07
gcr;bjacobi;2.5e-07;8;1.0183143051362934e-13;2.1050161682485052e-11;1.21
gcr;bjacobi;2.5e-07;16;1.0183028074310635e-13;2.105015956989408e-11;1.90
gcr;bjacobi;1.25e-07;1;9.39243959710248e-14;2.018516479271432e-11;0.98
gcr;bjacobi;1.25e-07;2;9.392407247322349e-14;2.0185155516484568e-11;1.09
gcr;bjacobi;1.25e-07;4;9.392415690842818e-14;2.0185168210727204e-11;1.13
gcr;bjacobi;1.25e-07;8;9.392425848723986e-14;2.0185165742867735e-11;1.21
gcr;bjacobi;1.25e-07;16;9.392423170683002e-14;2.0185142984173965e-11;2.02
gcr;bjacobi;6.25e-08;1;9.921655276428921e-14;2.064522766631244e-11;1.04
gcr;bjacobi;6.25e-08;2;9.921643215332096e-14;2.0645210848851903e-11;1.13
gcr;bjacobi;6.25e-08;4;9.921635650722852e-14;2.0645227497342345e-11;1.18
gcr;bjacobi;6.25e-08;8;9.921650268830577e-14;2.064522766387172e-11;1.30
gcr;bjacobi;6.25e-08;16;9.921647877092546e-14;2.0645220663836605e-11;2.15
gcr;bjacobi;3.125e-08;1;1.0368233558942725e-13;2.106560393002598e-11;1.15
gcr;bjacobi;3.125e-08;2;1.036822755557473e-13;2.1065598580543187e-11;1.27
gcr;bjacobi;3.125e-08;4;1.0368234903074675e-13;2.1065604154209023e-11;1.32
gcr;bjacobi;3.125e-08;8;1.0368231547761867e-13;2.1065603968621815e-11;1.46
gcr;bjacobi;3.125e-08;16;1.0368232355893398e-13;2.1065602926405346e-11;2.49
gcr;bjacobi;1.5625e-08;1;1.035695441422895e-13;2.1077411155027584e-11;1.33
gcr;bjacobi;1.5625e-08;2;1.0356959127442046e-13;2.1077414388110358e-11;1.56
gcr;bjacobi;1.5625e-08;4;1.0356956453737934e-13;2.1077411086063443e-11;1.61
gcr;bjacobi;1.5625e-08;8;1.0356957958036414e-13;2.107741095926474e-11;1.79
gcr;bjacobi;1.5625e-08;16;1.0356957181144309e-13;2.1077413864883617e-11;3.04
gcr;bjacobi;7.8125e-09;1;1.0368270508511405e-13;2.1070206872341783e-11;1.72
gcr;bjacobi;7.8125e-09;2;1.0368273234756739e-13;2.1070207021773285e-11;2.09
gcr;bjacobi;7.8125e-09;4;1.0368272160978741e-13;2.1070207362410307e-11;2.15
gcr;bjacobi;7.8125e-09;8;1.0368272012243491e-13;2.1070206821867028e-11;2.36
gcr;bjacobi;7.8125e-09;16;1.0368268447134789e-13;2.1070204493232257e-11;4.17
gcr;bjacobi;3.90625e-09;1;1.0340332306549417e-13;2.1055576316459555e-11;2.46
gcr;bjacobi;3.90625e-09;2;1.0340332572081691e-13;2.1055576492965377e-11;3.11
gcr;bjacobi;3.90625e-09;4;1.03403292376636e-13;2.1055576348885626e-11;3.25
gcr;bjacobi;3.90625e-09;8;1.0340334916853627e-13;2.10555763440325e-11;3.63
gcr;bjacobi;3.90625e-09;16;1.0340331635843501e-13;2.1055575498617753e-11;6.54
gcr;asm;5e-07;1;6.563694207355437e-14;1.603922620894627e-11;0.96
gcr;asm;5e-07;2;6.563563690322716e-14;1.603928740357453e-11;1.02
gcr;asm;5e-07;4;6.563602129271441e-14;1.6039185086144093e-11;1.05
gcr;asm;5e-07;8;6.563540030860449e-14;1.6039150269691696e-11;1.19
gcr;asm;5e-07;16;6.56355602425808e-14;1.6039172162201152e-11;1.90
gcr;asm;2.5e-07;1;1.0183145875793109e-13;2.105016185670985e-11;0.99
gcr;asm;2.5e-07;2;1.0183045356894168e-13;2.105017576290823e-11;1.03
gcr;asm;2.5e-07;4;1.0183093890945503e-13;2.105016286250371e-11;1.10
gcr;asm;2.5e-07;8;1.0183117638314275e-13;2.1050157069648386e-11;1.18
gcr;asm;2.5e-07;16;1.0182902574146161e-13;2.105053023013299e-11;1.99
gcr;asm;1.25e-07;1;9.39243959710248e-14;2.018516479271432e-11;1.01
gcr;asm;1.25e-07;2;9.392330416876277e-14;2.018510183176151e-11;1.08
gcr;asm;1.25e-07;4;9.392387999180257e-14;2.0185165010239314e-11;1.12
gcr;asm;1.25e-07;8;9.392427160227911e-14;2.0185165054373465e-11;1.23
gcr;asm;1.25e-07;16;9.392414130605554e-14;2.0185135203823206e-11;2.05
gcr;asm;6.25e-08;1;9.921655276428921e-14;2.064522766631244e-11;1.05
gcr;asm;6.25e-08;2;9.92164765507091e-14;2.0645210244729807e-11;1.15
gcr;asm;6.25e-08;4;9.921638708204887e-14;2.0645236925299876e-11;1.20
gcr;asm;6.25e-08;8;9.921572832823591e-14;2.064524437659241e-11;1.30
gcr;asm;6.25e-08;16;9.921638373654297e-14;2.0645248151732956e-11;2.15
gcr;asm;3.125e-08;1;1.0368233558942725e-13;2.106560393002598e-11;1.14
gcr;asm;3.125e-08;2;1.0368236923668539e-13;2.106560292254323e-11;1.26
gcr;asm;3.125e-08;4;1.0368231125617448e-13;2.106559478960448e-11;1.30
gcr;asm;3.125e-08;8;1.0368221056378714e-13;2.1065588978855927e-11;1.45
gcr;asm;3.125e-08;16;1.0368220178063572e-13;2.1065581583048798e-11;2.49
gcr;asm;1.5625e-08;1;1.035695441422895e-13;2.1077411155027584e-11;1.34
gcr;asm;1.5625e-08;2;1.035696009280057e-13;2.107740398483702e-11;1.59
gcr;asm;1.5625e-08;4;1.0356959161858756e-13;2.1077408250832665e-11;1.75
gcr;asm;1.5625e-08;8;1.0356953781279474e-13;2.107740875950347e-11;1.84
gcr;asm;1.5625e-08;16;1.035695574433521e-13;2.107741283290838e-11;3.20
gcr;asm;7.8125e-09;1;1.0368270508511405e-13;2.1070206872341783e-11;1.75
gcr;asm;7.8125e-09;2;1.03682669461032e-13;2.1070206398576323e-11;2.12
gcr;asm;7.8125e-09;4;1.0368270734586082e-13;2.1070206971814342e-11;2.21
gcr;asm;7.8125e-09;8;1.0368268738120128e-13;2.1070206227846044e-11;2.44
gcr;asm;7.8125e-09;16;1.0368269245144592e-13;2.1070205703578003e-11;4.37
gcr;asm;3.90625e-09;1;1.0340332306549417e-13;2.1055576316459555e-11;2.47
gcr;asm;3.90625e-09;2;1.0340332495350265e-13;2.105557815979466e-11;3.17
gcr;asm;3.90625e-09;4;1.0340331243287878e-13;2.1055576074317685e-11;3.34
gcr;asm;3.90625e-09;8;1.0340332404119239e-13;2.1055575551726752e-11;3.68
gcr;asm;3.90625e-09;16;1.0340332004985217e-13;2.1055576577395957e-11;6.81
