solver;pc;N;np;L2;H1;time
gmres;asm;800;2;1.0317831301983763e-13;2.1036450467874856e-11;1.20
gmres;asm;800;4;1.0317842527039267e-13;2.1036482140235656e-11;1.22
gmres;asm;800;8;1.0317892127219698e-13;2.1036500033008282e-11;1.39
gmres;asm;800;16;1.0317846782762398e-13;2.103649844334393e-11;2.23
gmres;asm;1600;1;1.0317858115077291e-13;2.1080079605598417e-11;1.21
gmres;asm;1600;2;1.0317840670884945e-13;2.1080060030171027e-11;1.28
gmres;asm;1600;4;1.0317842283125581e-13;2.1080080309799067e-11;1.26
gmres;asm;1600;8;1.0317805313198414e-13;2.1080078796111327e-11;1.42
gmres;asm;1600;16;1.0317819358654117e-13;2.1080067400699656e-11;2.29
gmres;asm;3200;1;1.0317855943852607e-13;2.1066864783143627e-11;1.39
gmres;asm;3200;2;1.0317825983104312e-13;2.106683060087243e-11;1.39
gmres;asm;3200;4;1.0317865859442402e-13;2.1066925897478502e-11;1.43
gmres;asm;3200;8;1.0317840924239933e-13;2.1066865127024354e-11;1.41
gmres;asm;3200;16;1.0317842389015886e-13;2.1066852166326566e-11;2.35
gmres;asm;6400;1;1.0317855280909229e-13;2.1064444335232504e-11;1.78
gmres;asm;6400;2;1.0317785803348812e-13;2.1064361442556866e-11;1.65
gmres;asm;6400;4;1.031779075289834e-13;2.1064443751102962e-11;1.50
gmres;asm;6400;8;1.0317868341023888e-13;2.1064433077545387e-11;1.59
gmres;asm;6400;16;1.0317777267571636e-13;2.106443236370736e-11;2.41
gmres;asm;12800;1;1.0317855109793912e-13;2.1066129978978436e-11;2.53
gmres;asm;12800;2;1.0317703469478052e-13;2.1065938476259547e-11;2.14
gmres;asm;12800;4;1.0317764937686456e-13;2.1066131844496634e-11;1.73
gmres;asm;12800;8;1.0317772048051449e-13;2.1066132604273514e-11;1.64
gmres;asm;12800;16;1.0317696915827538e-13;2.1066027961543135e-11;2.58
gmres;asm;25600;1;1.03178550667068e-13;2.1066206501188367e-11;4.18
gmres;asm;25600;2;1.0317519115461542e-13;2.106583151087084e-11;3.31
gmres;asm;25600;4;1.0317586170461718e-13;2.1066205853444894e-11;2.33
gmres;asm;25600;8;1.0317750643633632e-13;2.1066209680997404e-11;2.06
gmres;asm;25600;16;1.0317861451668464e-13;2.106607690452663e-11;3.04
gmres;asm;51200;1;1.0317855055903718e-13;2.106506683415922e-11;7.79
gmres;asm;51200;2;1.0317327022368317e-13;2.1064526467471977e-11;5.78
gmres;asm;51200;4;1.0317091840092736e-13;2.1064563865720796e-11;4.55
gmres;asm;51200;8;1.0317838429827439e-13;2.1065063491381736e-11;3.37
gmres;asm;51200;16;1.0317095682994623e-13;2.1064901785088236e-11;4.03
gcr;cholesky;100;1;1.0318208335598953e-13;2.1013640697191123e-11;1.05
gcr;cholesky;100;2;1.031820833559895e-13;2.1013640697191142e-11;1.59
gcr;cholesky;100;4;1.0318208335598958e-13;2.1013640697191093e-11;1.79
gcr;cholesky;100;8;1.0318208335598956e-13;2.1013640697191064e-11;2.10
gcr;cholesky;100;16;1.0318208335598956e-13;2.1013640697191093e-11;3.76
gcr;cholesky;200;1;1.0317943928545279e-13;2.1103826845690354e-11;1.04
gcr;cholesky;200;2;1.031794392854527e-13;2.110382684569033e-11;1.77
gcr;cholesky;200;4;1.0317943928545277e-13;2.110382684569036e-11;1.94
gcr;cholesky;200;8;1.0317943928545278e-13;2.110382684569034e-11;2.30
gcr;cholesky;200;16;1.031794392854528e-13;2.1103826845690325e-11;4.16
gcr;cholesky;400;1;1.0317873426372776e-13;2.1027741706710004e-11;1.07
gcr;cholesky;400;2;1.0317873426372776e-13;2.102774170671001e-11;2.07
gcr;cholesky;400;4;1.0317873426372777e-13;2.102774170671002e-11;2.28
gcr;cholesky;400;8;1.031787342637278e-13;2.1027741706710024e-11;2.58
gcr;cholesky;400;16;1.0317873426372772e-13;2.1027741706709995e-11;4.81
gcr;cholesky;800;1;1.0317856627263597e-13;2.10364813701696e-11;1.09
gcr;cholesky;800;2;1.0317856627263592e-13;2.10364813701696e-11;2.80
gcr;cholesky;800;4;1.0317856627263596e-13;2.1036481370169622e-11;2.96
gcr;cholesky;800;8;1.0317856627263601e-13;2.103648137016967e-11;3.26
gcr;cholesky;800;16;1.0317856627263592e-13;2.1036481370169648e-11;5.99
gcr;cholesky;1600;1;1.031785811507729e-13;2.108007960559852e-11;1.18
gcr;cholesky;1600;2;1.03178581150773e-13;2.1080079605598404e-11;4.12
gcr;cholesky;1600;4;1.0317858115077282e-13;2.1080079605598407e-11;4.26
gcr;cholesky;1600;8;1.0317858115077288e-13;2.108007960559846e-11;4.63
gcr;cholesky;1600;16;1.0317858115077274e-13;2.108007960559845e-11;8.40
gcr;cholesky;3200;1;1.0317855943852654e-13;2.106686478314361e-11;1.35
gcr;cholesky;3200;2;1.0317855943852647e-13;2.106686478314367e-11;6.99
gcr;cholesky;3200;4;1.0317855943852661e-13;2.1066864783143698e-11;6.94
gcr;cholesky;3200;8;1.0317855943852644e-13;2.1066864783143743e-11;7.22
gcr;cholesky;3200;16;1.0317855943852642e-13;2.1066864783143685e-11;12.94
gcr;cholesky;6400;1;1.0317855280909273e-13;2.1064444335232097e-11;1.69
gcr;cholesky;6400;2;1.0317855280909265e-13;2.106444433523204e-11;12.17
gcr;cholesky;6400;4;1.0317855280909226e-13;2.1064444335231997e-11;12.30
gcr;cholesky;6400;8;1.0317855280909224e-13;2.106444433523195e-11;12.70
gcr;cholesky;6400;16;1.0317855280909283e-13;2.1064444335231958e-11;22.58
gcr;cholesky;12800;1;1.0317855109794429e-13;2.106612997897965e-11;2.33
gcr;cholesky;12800;2;1.031785510979444e-13;2.106612997897903e-11;17.14
gcr;cholesky;12800;4;1.0317855109794648e-13;2.1066129978979108e-11;15.25
gcr;cholesky;12800;8;1.031785510979454e-13;2.106612997897905e-11;12.68
gcr;cholesky;12800;16;1.0317855109794598e-13;2.1066129978979066e-11;19.01
gcr;cholesky;25600;1;1.031785506670635e-13;2.106620650118747e-11;3.67
gcr;cholesky;25600;2;1.0317855066707346e-13;2.106620650118398e-11;42.81
gcr;cholesky;25600;4;1.0317855066707266e-13;2.1066206501183927e-11;43.27
gcr;cholesky;25600;8;1.0317855066707346e-13;2.106620650118392e-11;27.71
gcr;cholesky;51200;1;1.0317855055913962e-13;2.1065066834197576e-11;6.98
gcr;cholesky;51200;2;1.0317855055916151e-13;2.1065066834189133e-11;72.17
gcr;cholesky;51200;4;1.0317855055915668e-13;2.1065066834189398e-11;69.52
gcr;cholesky;51200;8;1.0317855055915832e-13;2.1065066834189928e-11;78.04
gcr;lu;100;1;1.0318208335598958e-13;2.1013640697191174e-11;1.02
gcr;lu;100;2;1.0318208335598952e-13;2.1013640697191087e-11;1.55
gcr;lu;100;4;1.0318208335598956e-13;2.101364069719107e-11;1.75
gcr;lu;100;8;1.0318208335598948e-13;2.10136406971911e-11;2.07
gcr;lu;100;16;1.031820833559895e-13;2.101364069719109e-11;3.80
gcr;lu;200;1;1.0317943928545273e-13;2.110382684569031e-11;1.05
gcr;lu;200;2;1.0317943928545274e-13;2.1103826845690354e-11;1.73
gcr;lu;200;4;1.0317943928545277e-13;2.1103826845690315e-11;1.96
gcr;lu;200;8;1.031794392854528e-13;2.1103826845690325e-11;2.32
gcr;lu;200;16;1.0317943928545275e-13;2.110382684569034e-11;4.16
gcr;lu;400;1;1.0317873426372777e-13;2.102774170671003e-11;1.04
gcr;lu;400;2;1.0317873426372777e-13;2.102774170670999e-11;2.06
gcr;lu;400;4;1.0317873426372781e-13;2.102774170671001e-11;2.22
gcr;lu;400;8;1.0317873426372775e-13;2.1027741706709982e-11;2.57
gcr;lu;400;16;1.0317873426372772e-13;2.1027741706710033e-11;4.69
gcr;lu;800;1;1.0317856627263596e-13;2.103648137016965e-11;1.10
gcr;lu;800;2;1.0317856627263592e-13;2.103648137016963e-11;2.72
gcr;lu;800;4;1.0317856627263602e-13;2.1036481370169628e-11;2.99
gcr;lu;800;8;1.0317856627263598e-13;2.1036481370169667e-11;3.28
gcr;lu;800;16;1.03178566272636e-13;2.1036481370169635e-11;5.90
gcr;lu;1600;1;1.0317858115077288e-13;2.1080079605598385e-11;1.17
gcr;lu;1600;2;1.0317858115077287e-13;2.108007960559846e-11;4.12
gcr;lu;1600;4;1.0317858115077291e-13;2.1080079605598427e-11;4.32
gcr;lu;1600;8;1.0317858115077287e-13;2.1080079605598456e-11;4.57
gcr;lu;1600;16;1.0317858115077288e-13;2.1080079605598404e-11;8.30
gcr;lu;3200;1;1.0317855943852652e-13;2.10668647831437e-11;1.32
gcr;lu;3200;2;1.0317855943852641e-13;2.106686478314362e-11;6.95
gcr;lu;3200;4;1.0317855943852659e-13;2.1066864783143714e-11;7.20
gcr;lu;3200;8;1.0317855943852645e-13;2.1066864783143676e-11;7.25
gcr;lu;3200;16;1.0317855943852668e-13;2.1066864783143705e-11;13.06
gcr;lu;6400;1;1.0317855280909302e-13;2.1064444335232174e-11;1.69
gcr;lu;6400;2;1.031785528090928e-13;2.106444433523203e-11;10.61
gcr;lu;6400;4;1.0317855280909286e-13;2.1064444335232087e-11;9.89
gcr;lu;6400;8;1.0317855280909241e-13;2.1064444335232065e-11;11.19
gcr;lu;6400;16;1.0317855280909235e-13;2.106444433523198e-11;12.22
gcr;lu;12800;1;1.0317855109794493e-13;2.1066129978979463e-11;2.29
gcr;lu;12800;2;1.0317855109794547e-13;2.1066129978979076e-11;17.47
gcr;lu;12800;4;1.0317855109794482e-13;2.1066129978979037e-11;18.08
gcr;lu;12800;8;1.0317855109794532e-13;2.1066129978979053e-11;13.27
gcr;lu;12800;16;1.031785510979445e-13;2.106612997897907e-11;32.07
gcr;lu;25600;1;1.0317855066706332e-13;2.1066206501187304e-11;3.72
gcr;lu;25600;2;1.0317855066707167e-13;2.1066206501183866e-11;42.08
gcr;lu;25600;4;1.0317855066707341e-13;2.1066206501184005e-11;41.58
gcr;lu;25600;8;1.0317855066707053e-13;2.1066206501183824e-11;35.09
gcr;lu;51200;1;1.0317855055913325e-13;2.1065066834202513e-11;6.87
gcr;lu;51200;2;1.0317855055916437e-13;2.1065066834188616e-11;70.23
gcr;lu;51200;4;1.0317855055915961e-13;2.1065066834187268e-11;72.02
gcr;lu;51200;8;1.0317855055916252e-13;2.1065066834188008e-11;73.12
gcr;bjacobi;100;1;1.0318208335598957e-13;2.1013640697191123e-11;1.02
gcr;bjacobi;100;2;1.0318220520728498e-13;2.1013640906065805e-11;1.10
gcr;bjacobi;100;4;1.0318216140696922e-13;2.1013640290842692e-11;1.18
gcr;bjacobi;100;8;1.0318214132023824e-13;2.1013640685455944e-11;1.28
gcr;bjacobi;100;16;1.0318211739202328e-13;2.1013645902185035e-11;2.16
gcr;bjacobi;200;1;1.0317943928545273e-13;2.1103826845690306e-11;1.02
gcr;bjacobi;200;2;1.0317932370033281e-13;2.1103810388327534e-11;1.15
gcr;bjacobi;200;4;1.031793414274052e-13;2.1103823750062555e-11;1.18
gcr;bjacobi;200;8;1.031793395246354e-13;2.1103826196243817e-11;1.31
gcr;bjacobi;200;16;1.0317939177725516e-13;2.110382453528199e-11;2.17
gcr;bjacobi;400;1;1.0317873426372776e-13;2.1027741706709995e-11;1.05
gcr;bjacobi;400;2;1.0317843506540496e-13;2.1027709416024362e-11;1.15
gcr;bjacobi;400;4;1.0317853279223296e-13;2.102774000758567e-11;1.17
gcr;bjacobi;400;8;1.0317855601342648e-13;2.102774126561841e-11;1.34
gcr;bjacobi;400;16;1.0317864423816955e-13;2.1027730360082777e-11;2.12
gcr;bjacobi;800;1;1.03178566272636e-13;2.1036481370169557e-11;1.10
gcr;bjacobi;800;2;1.0317805180471268e-13;2.103641978411025e-11;1.17
gcr;bjacobi;800;4;1.0317814170319874e-13;2.1036485421103548e-11;1.20
gcr;bjacobi;800;8;1.031782913028206e-13;2.1036480319808145e-11;1.31
gcr;bjacobi;800;16;1.031783285678749e-13;2.1036450726285534e-11;2.16
gcr;bjacobi;1600;1;1.0317858115077283e-13;2.108007960559843e-11;1.19
gcr;bjacobi;1600;2;1.0317769117361165e-13;2.107996977138413e-11;1.24
gcr;bjacobi;1600;4;1.031780662809566e-13;2.1080079373876784e-11;1.25
gcr;bjacobi;1600;8;1.0317842436978648e-13;2.108007955768371e-11;1.36
gcr;bjacobi;1600;16;1.0317804345540805e-13;2.1080006495353068e-11;2.16
gcr;bjacobi;3200;1;1.0317855943852664e-13;2.1066864783143634e-11;1.36
gcr;bjacobi;3200;2;1.0317746622045465e-13;2.1066671266078573e-11;1.34
gcr;bjacobi;3200;4;1.0317748544929911e-13;2.1066868395684912e-11;1.30
gcr;bjacobi;3200;8;1.0317774973177231e-13;2.1066867508742794e-11;1.39
gcr;bjacobi;3200;16;1.0317841648099425e-13;2.1066847766713923e-11;2.24
gcr;bjacobi;6400;1;1.0317855280909243e-13;2.106444433523235e-11;1.66
gcr;bjacobi;6400;2;1.031758466715855e-13;2.1064091551457257e-11;1.57
gcr;bjacobi;6400;4;1.0317279018470993e-13;2.1064432351709363e-11;1.44
gcr;bjacobi;6400;8;1.0317712105411655e-13;2.106444790564562e-11;1.46
gcr;bjacobi;6400;16;1.0317842623856178e-13;2.106442887490374e-11;2.22
gcr;bjacobi;12800;1;1.0317855109794301e-13;2.106612997898071e-11;2.34
gcr;bjacobi;12800;2;1.0316802583527645e-13;2.106509853303853e-11;2.03
gcr;bjacobi;12800;4;1.0317072870495446e-13;2.1066110981728232e-11;1.66
gcr;bjacobi;12800;8;1.031775908064875e-13;2.1066133034267106e-11;1.64
gcr;bjacobi;12800;16;1.0317772844985265e-13;2.1066020743007283e-11;2.44
gcr;bjacobi;25600;1;1.031785506670704e-13;2.1066206501185798e-11;3.70
gcr;bjacobi;25600;2;1.0315973628762562e-13;2.106302517006852e-11;3.09
gcr;bjacobi;25600;4;1.0316471198358332e-13;2.1066171291045994e-11;2.25
gcr;bjacobi;25600;8;1.0317746379022878e-13;2.106620980652426e-11;2.00
gcr;bjacobi;25600;16;1.031784109011475e-13;2.10661895757444e-11;2.74
gcr;bjacobi;51200;1;1.031785505591402e-13;2.1065066834200807e-11;6.82
gcr;bjacobi;51200;2;1.0314967628218032e-13;2.1063604889692024e-11;5.33
gcr;bjacobi;51200;4;1.031721838509663e-13;2.10653122812327e-11;3.64
gcr;bjacobi;51200;8;1.031775178637435e-13;2.1065070059385117e-11;2.91
gcr;bjacobi;51200;16;1.0317841900684938e-13;2.106505061164146e-11;3.52
gcr;asm;100;1;1.0318208335598957e-13;2.1013640697191123e-11;1.04
gcr;asm;100;2;1.0318192881881483e-13;2.1013630480396445e-11;1.13
gcr;asm;100;4;1.0318300911040485e-13;2.1013693496069095e-11;1.18
gcr;asm;100;8;1.031820721359141e-13;2.1013633572653132e-11;1.31
gcr;asm;100;16;1.0318200871665356e-13;2.101363194615546e-11;2.24
gcr;asm;200;1;1.0317943928545273e-13;2.1103826845690306e-11;1.05
gcr;asm;200;2;1.0317928023546516e-13;2.1103804077857156e-11;1.14
gcr;asm;200;4;1.0317939840121423e-13;2.110382680602236e-11;1.17
gcr;asm;200;8;1.0317943229276126e-13;2.1103827196337932e-11;1.30
gcr;asm;200;16;1.0317940423111694e-13;2.1103824156446172e-11;2.13
gcr;asm;400;1;1.0317873426372776e-13;2.1027741706709995e-11;1.05
gcr;asm;400;2;1.0317819920181975e-13;2.1027667310470987e-11;1.15
gcr;asm;400;4;1.0317843002462841e-13;2.1027742378672424e-11;1.20
gcr;asm;400;8;1.0317851465310498e-13;2.102773858574818e-11;1.31
gcr;asm;400;16;1.0317859570449168e-13;2.1027729384738132e-11;2.21
gcr;asm;800;1;1.03178566272636e-13;2.1036481370169557e-11;1.11
gcr;asm;800;2;1.0317779852410004e-13;2.103637983624429e-11;1.20
gcr;asm;800;4;1.031782581843776e-13;2.1036482908396095e-11;1.23
gcr;asm;800;8;1.0317784682429856e-13;2.1036538324808637e-11;1.40
gcr;asm;800;16;1.0317711462197056e-13;2.103642354236824e-11;2.26
gcr;asm;1600;1;1.0317858115077283e-13;2.108007960559843e-11;1.19
gcr;asm;1600;2;1.0317743196173452e-13;2.1079929027755985e-11;1.25
gcr;asm;1600;4;1.0317796204032592e-13;2.1080077230409262e-11;1.25
gcr;asm;1600;8;1.0317729400759452e-13;2.1080073306130808e-11;1.45
gcr;asm;1600;16;1.0317696287069621e-13;2.108003702582302e-11;2.32
gcr;asm;3200;1;1.0317855943852664e-13;2.1066864783143634e-11;1.35
gcr;asm;3200;2;1.0317754261131865e-13;2.106670931189964e-11;1.36
gcr;asm;3200;4;1.0317470482206688e-13;2.1066602769724183e-11;1.41
gcr;asm;3200;8;1.0317793147888207e-13;2.1066866868294457e-11;1.42
gcr;asm;3200;16;1.031740513893725e-13;2.106679982927694e-11;2.44
gcr;asm;6400;1;1.0317855280909243e-13;2.106444433523235e-11;1.74
gcr;asm;6400;2;1.031754024566277e-13;2.106402971622832e-11;1.67
gcr;asm;6400;4;1.0317350688169055e-13;2.1064433708146863e-11;1.50
gcr;asm;6400;8;1.0318145498206735e-13;2.10644648256946e-11;1.63
gcr;asm;6400;16;1.0316880167132178e-13;2.1064398532832458e-11;2.54
gcr;asm;12800;1;1.0317855109794301e-13;2.106612997898071e-11;2.42
gcr;asm;12800;2;1.0317385994325017e-13;2.1065938815022934e-11;2.08
gcr;asm;12800;4;1.0317153508032372e-13;2.1066112999924342e-11;1.69
gcr;asm;12800;8;1.0317766196031088e-13;2.1066132808023844e-11;1.65
gcr;asm;12800;16;1.0317551834581637e-13;2.1066144509517943e-11;2.58
gcr;asm;25600;1;1.031785506670704e-13;2.1066206501185798e-11;3.84
gcr;asm;25600;2;1.0315031152969669e-13;2.106227003943327e-11;3.18
gcr;asm;25600;4;1.0316458330498511e-13;2.1066170936975966e-11;2.20
gcr;asm;25600;8;1.0317750643318025e-13;2.106620968035289e-11;1.98
gcr;asm;25600;16;1.0318145752669827e-13;2.1066163601550443e-11;3.00
gcr;asm;51200;1;1.031785505591402e-13;2.1065066834200807e-11;7.00
gcr;asm;51200;2;1.0314428408044597e-13;2.1062017397043835e-11;5.63
gcr;asm;51200;4;1.031566345073871e-13;2.106328160688391e-11;4.48
gcr;asm;51200;8;1.0319644387895904e-13;2.1062487710139675e-11;3.46
gcr;asm;51200;16;1.0321003230766386e-13;2.106410707987604e-11;4.02
