sg_1;sg_2;sg_3;sg_4;sg_5;sg_6;sg_7;sg_8;sg_9;sg_10;f_1_r;f_1_i;f_2_r;f_2_i;f_3_r;f_3_i;f_4_r;f_4_i
0.0;0.1571;0.0942;0.0;0.0;0.1885;0.0942;0.0;0.0942;0.0;-445.03753228;-0.00305672;-33.67370118;-0.45107084;-762.09515704;3.12589837;-24467.30600835;2766.73783557
0.0;0.0;0.0;0.0;0.1257;0.0;0.0;0.1571;0.0;0.0;-416.65466634;-0.00352883;545.27508556;-0.05210767;-528.32987969;0.44621184;-361.65194239;3.78083753
0.0;0.0314;0.0;0.0;0.1571;0.0942;0.1885;0.0;0.1571;0.1885;-436.54900469;-0.00273633;192.52633668;-0.56403392;739.7332557;77.22130851;554.43694714;-3.01291559
0.0;0.1257;0.0;0.0;0.1257;0.0;0.0;0.0;0.0;0.0;-428.54992153;-0.00386278;509.90525442;-0.0272995;-525.71023784;-0.03344203;-387.5540927;12.90290594
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1257;0.0;0.0;-437.41601938;-0.00226625;510.19672669;-0.00919168;-696.03008233;-0.11807681;-666.52509104;-0.62535654
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1257;0.0;0.0;-449.80423919;-0.0017851;522.41693982;-0.01035701;-655.50900821;-0.09843433;-524.10530906;-0.11173712
0.0;0.0;0.0628;0.0;0.0;0.0;0.0;0.0;0.2513;0.0;-449.09690146;-0.00290067;533.54014496;-0.07255257;-330.23404104;-0.47882337;-507.1588978;0.73807445
0.0;0.0;0.1257;0.0;0.1571;0.1571;0.0;0.0;0.0;0.1885;-437.2910777;-0.00521542;571.05088275;-0.18537438;-571.84842532;0.48916769;8553.43652543;948.59930414
0.0;0.0;0.0;0.0;0.0;0.0628;0.0;0.0;0.0;0.2199;-444.74992182;-0.00385109;431.92562813;-0.01563822;-473.1873474;-0.24542548;-619.11280741;0.75455268
0.0;0.0;0.0942;0.0;0.0;0.0;0.0942;0.1257;0.0;0.0;-438.48875624;-0.00329811;523.39708677;-0.04317818;-641.68765095;1.21252742;299.08962959;14.94084687
0.0;0.0;0.0;0.1885;0.2199;0.0;0.0;0.0;0.0;0.0;-430.66616773;-0.0036687;449.24597039;-0.08738232;-488.94530334;-0.06884292;-815.92205034;2.20594702
0.1257;0.1571;0.0;0.0;0.0;0.1571;0.0;0.1571;0.0942;0.0;-393.14176338;-0.00350514;478.28101498;-0.31522996;-609.42310019;3.18119737;-462.3849782;82.37611888
0.1257;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-481.18901635;-0.00117231;466.60776094;-0.00153543;-625.82390421;-0.11238549;-465.3471784;-0.53788488
0.0;0.1571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1571;-428.41049289;-0.00418446;565.11278186;-0.08175901;-444.98873237;-0.15447203;-599.26786624;0.53256452
0.1571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-454.98345238;-0.0024781;477.91201062;-0.00865557;-596.99566325;-0.12100839;-633.98652676;-0.73592929
0.0;0.0;0.0;0.1257;0.0;0.0;0.1257;0.0;0.0;0.0;-445.15452508;-0.00309609;524.25551302;-0.03292284;-551.58246321;1.62869859;-63.8824664;-14.57468494
0.0;0.0;0.2513;0.1885;0.0;0.0;0.0;0.0;0.0;0.1885;-482.85242275;-0.00331515;80.51001245;-1.04977041;-575.32370122;0.92127701;1939.87499568;25.1520052
0.0;0.1257;0.2199;0.0;0.0;0.1257;0.1257;0.0;0.0;0.0;-480.42263251;-0.00192021;-1470.73805899;-17.06795582;-543.87254033;0.75832062;1090.90830048;9.60777936
0.0;0.0;0.0;0.0942;0.1885;0.0;0.0;0.1257;0.1571;0.0;-397.18841392;-0.00580269;1600.7133459;-4.74643432;-486.07205446;0.77174197;-5851.24307925;165.08844094
0.0;0.0942;0.0;0.0;0.0;0.0;0.0;0.0;0.1257;0.0;-441.89021375;-0.0033384;479.89741811;-0.00963311;-536.11030842;-0.12387118;1154.9829113;-105.94149793
0.0;0.0;0.0;0.0;0.0;0.1885;0.0942;0.1257;0.0;0.0;-408.29243291;-0.0040091;884.93646765;-0.34185333;-391.02229969;-0.03712903;4010.77754052;634.67883621
0.0;0.0;0.0942;0.0628;0.0;0.0;0.0942;0.1571;0.0;0.0942;-454.0439241;-0.00356914;531.66109868;-0.18475976;-474.99508289;0.09349642;-444.54948372;8.80529321
0.0;0.0;0.0;0.0;0.0628;0.1571;0.0;0.0;0.0;0.0;-467.07403296;-0.00180874;436.83745256;-0.00084716;-560.04729063;-0.11362903;-433.70387297;-0.15219362
0.0;0.0;0.0;0.0;0.0;0.0;0.1885;0.1257;0.0;0.1885;-411.44979766;-0.00221479;-1701.70099821;-16.77406968;-462.93302558;0.04144594;-1944.92341804;12.62483393
0.0;0.0;0.1257;0.0;0.0;0.0;0.0;0.1885;0.0;0.0;-451.51392457;-0.00368069;635.5522297;-0.09701045;-396.27687311;-0.40861561;-541.7018435;2.67887845
0.0;0.0;0.0;0.0;0.0942;0.1571;0.0;0.0;0.0;0.0;-450.24593864;-0.00317959;601.07857082;-0.07359823;-479.86861369;-0.08718868;-564.18868232;0.28531017
0.0;0.1885;0.1257;0.0;0.0;0.0;0.0;0.0;0.2199;0.0;-440.46667519;-0.00499418;-307.70522929;-2.44789891;-455.71892108;0.23372258;2368.77029297;33.90743272
0.0;0.0;0.0;0.0;0.1257;0.0;0.1571;0.0;0.0;0.0;-443.0392346;-0.00376306;497.01488232;-0.03430988;-558.0749766;-0.55818783;-604.88247757;0.5893793
0.0;0.0;0.0;0.1571;0.0;0.0;0.0628;0.0942;0.0;0.0;-458.03554594;-0.00307765;612.94751672;-0.10934089;-498.65244169;-2.94198587;-652.96233118;1.21900773
0.0;0.0;0.0;0.0;0.1257;0.0;0.1571;0.0;0.1571;0.0;-441.58732603;-0.00315144;734.0720159;-0.6982808;-487.97729655;-0.0141092;-651.12695753;0.94548292
0.0;0.0;0.0;0.0;0.2199;0.0;0.0;0.0;0.0;0.0942;-422.4847132;-0.0031292;501.24484319;-0.03210144;-596.7758232;-0.17708414;-257.79673674;-1.90467972
0.0;0.0942;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-478.72810727;-0.00058781;490.3892373;-0.00401436;-1532.95141471;-39.54595762;-729.59863622;-1.4373368
0.0;0.0;0.0;0.0;0.1257;0.0;0.0;0.0;0.0628;0.0;-447.18749743;-0.00296664;489.726014;-0.00967511;-642.33290324;-0.12863441;-570.71028605;0.03843957
0.1885;0.0;0.0;0.0;0.0314;0.0;0.0;0.0;0.0;0.0;-433.39733315;-0.00371385;713.45830335;-0.10671028;-533.35567356;-0.11177953;-508.26126167;-0.10752778
0.0;0.0;0.0;0.0;0.1571;0.1571;0.0;0.0;0.0;0.0;-439.68598589;-0.00362433;519.05547373;-0.05808257;189.90064171;-359.33573666;-479.05671821;-0.12824859
0.0628;0.0;0.0;0.0;0.0;0.1571;0.0;0.0;0.1257;0.0;-450.04968734;-0.00373448;540.71425674;-0.07179634;-466.10287726;-0.05872255;-780.76921131;-3.20933651
0.0;0.0;0.0;0.0942;0.0;0.0;0.1885;0.0;0.0;0.1885;-429.63262624;-0.00467654;650.74310528;-0.41907919;-529.37576516;0.17898676;-649.02950573;1.69079082
0.0;0.0;0.1571;0.0;0.0942;0.0;0.1885;0.0;0.0;0.0;-427.0159738;-0.00399651;602.28574338;-0.23257631;-505.38049107;0.05700839;-428.64607046;21.9556415
0.0;0.0;0.0;0.0628;0.0;0.0;0.0;0.0;0.0;0.1257;-433.10590669;-0.00363192;456.7223485;-0.00692113;-518.06310556;-0.14205902;-353.24747412;-60.21326625
0.0;0.0;0.0942;0.0;0.1885;0.0;0.0;0.0;0.0;0.0;-496.04785013;-0.00292323;435.10144851;-0.01575222;-486.38348636;-0.18159429;-572.72762096;-0.31234662
0.0;0.0942;0.0;0.1571;0.1571;0.1571;0.0;0.2199;0.0;0.0;-456.52641055;-0.00272706;81.64027384;-0.50763625;-629.08973469;2.52732007;647.93151445;3.45454102
0.0;0.0;0.0;0.0;0.1571;0.0;0.0;0.0;0.0;0.0;-473.42509301;-0.00178795;488.86485814;-0.01095827;-683.1475128;-0.1307789;-556.34195024;-0.13303878
0.0;0.0;0.0;0.0;0.0;0.1571;0.0;0.0;0.1885;0.1885;-410.20056369;-0.00395802;633.13854127;-0.06782419;-628.82536192;0.73117878;1443.48836067;21.83474696
0.0;0.0;0.0;0.0;0.0;0.0;0.1885;0.0;0.0;0.0;-465.86074082;-0.00182174;464.66461701;-0.00829268;-576.07149082;-0.12613768;-430.68288084;-0.56577069
0.0;0.0;0.0;0.0;0.0;0.1571;0.0;0.0;0.0;0.0;-448.34404507;-0.00185135;473.62987308;-0.00246497;-670.45840792;-0.15036386;-418.58952842;0.63093621
0.0;0.0;0.0;0.2199;0.0;0.1571;0.0;0.0942;0.1257;0.0;-435.03528171;-0.00455337;-1047.23980682;-3.82351778;-1440.15853691;69.63588585;2774.29822324;65.44547587
0.0;0.0;0.0;0.0;0.0942;0.0;0.0;0.1571;0.0;0.0;-442.085489;-0.00414453;413.53153262;-0.00130101;-451.43056661;-0.12513123;-433.35920618;1.10961269
0.0;0.0;0.2199;0.0;0.1885;0.1571;0.0;0.0;0.0;0.1571;-403.68338761;-0.00571694;421.32773474;-0.49426401;-775.10600059;0.69051368;357.28988922;2.10329469
0.0;0.0;0.0;0.0314;0.0;0.0;0.0;0.0;0.0;0.1571;-471.67161778;-0.0022192;456.3058171;-0.01431989;-637.33699825;-0.10950906;-501.04249721;-3.86851717
0.0;0.0;0.0;0.1257;0.0;0.1885;0.0;0.0;0.0;0.0942;-420.25189562;-0.00423492;671.13043363;-0.21739515;-542.15730106;0.16258464;-734.30388021;-11.93803311
0.0;0.0;0.0;0.1257;0.0;0.1571;0.0;0.0;0.0;0.0;-464.97688287;-0.00350555;551.518794;-0.06613755;-471.69394971;-0.21461024;-495.73710105;0.74042209
0.0;0.0;0.0;0.1257;0.2513;0.0;0.0;0.0;0.0;0.0;-478.14845586;-0.00413831;626.22337577;-0.4710915;-402.41839874;-1.29969746;-924.33424261;9.44865419
0.0;0.1257;0.0;0.0;0.0;0.0;0.1257;0.0;0.1257;0.0;-418.1431902;-0.00375343;3768.10681559;-57.45582088;-510.62136424;-0.2189434;-788.72413186;-6.20470157
0.0;0.0;0.0;0.0;0.2199;0.0;0.0;0.0;0.0;0.0;-463.6911141;-0.00236761;503.95647392;-0.01663136;-647.30494474;-0.10911431;-559.08162891;-0.26597253
0.1571;0.0;0.0;0.0;0.1571;0.0;0.0;0.0;0.0;0.0;-433.67667643;-0.00452473;410.76807292;-0.02664881;-451.22103225;-0.07319336;-975.2769413;56.94213939
0.0;0.0;0.0;0.0;0.0;0.2199;0.0;0.0;0.0;0.0;-439.5054661;-0.00287203;480.90413136;-0.02266615;-476.4151374;-0.1185602;-376.24612102;-0.98237193
0.1257;0.0;0.0;0.2199;0.0;0.0;0.0;0.0;0.1571;0.0;-444.09815525;-0.00477935;507.84762921;0.01886864;-528.64309948;0.3187374;-14258.10988289;1013.25136713
0.0;0.0;0.0;0.0;0.1885;0.0;0.0;0.1885;0.0942;0.0;-427.35344852;-0.00296025;961.63157407;-1.07097598;-373.99613715;-0.0781806;-834.18760915;18.01243819
0.1885;0.0;0.0;0.0;0.2199;0.0628;0.0;0.0;0.0;0.0;-483.00336323;-0.00274431;759.77056211;-0.25120587;-455.16284687;0.00091718;-1646.26397659;11.47830413
0.1257;0.1885;0.0;0.2199;0.0;0.0;0.0942;0.0;0.0;0.0;-450.50756357;-0.00347813;226.7269617;-0.64427814;-1833.04320469;16.16607905;777.92933183;11.56774265
0.0;0.0;0.1571;0.0;0.0;0.0628;0.0;0.0;0.2199;0.0;-411.87919037;-0.00416016;624.18824961;-0.16700995;-380.18508611;-0.135628;-646.41538351;-0.83117279
0.0;0.0;0.0;0.0;0.1885;0.0;0.0;0.0;0.0;0.0942;-472.22737719;-0.0034928;516.08095006;-0.04539495;-7.18512848;-20.16272558;-482.26568062;0.03698194
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1885;-466.53686988;-0.00215712;563.00854542;-0.03569278;-606.62620206;-0.12384452;-499.86206688;-0.16133006
0.0;0.0;0.1257;0.0942;0.0;0.2199;0.1257;0.0;0.0;0.1571;-410.27004109;-0.00437517;816.70087563;-1.53444827;-473.7417493;1.62079669;402.23187046;5.66906413
0.0;0.2513;0.0;0.0;0.0;0.0628;0.1571;0.0;0.1571;0.0;-393.47254558;-0.00492806;603.0779981;-0.39176204;-696.71698651;4.71094403;-10304.31015448;1174.22121855
0.0;0.2199;0.0;0.0;0.2199;0.0;0.2199;0.0;0.2199;0.0;-388.79069787;-0.00447221;1709.56715108;-3.64069531;1472.08146261;13.3313893;930.97250852;21.73066016
0.0;0.0;0.1257;0.0;0.0;0.0;0.0314;0.0;0.0;0.0;-470.67893175;-0.00248135;492.37287066;-0.00771734;-614.02002257;-0.12625745;-492.04835325;-1.07888314
0.0;0.0;0.0;0.1257;0.0;0.0;0.1885;0.2513;0.0;0.1885;-419.81245944;-0.00356381;543.39149083;-0.30290962;-541.39835071;1.22580872;459.65675195;2.78499038
0.0;0.1571;0.0;0.1885;0.0628;0.0;0.1257;0.0;0.0;0.0;-453.01675923;-0.0045646;1066.82863648;-3.30819183;-372.5494872;-0.22841658;-252.68013523;13.29490973
0.1885;0.0;0.0;0.0942;0.0;0.0;0.0;0.0;0.0;0.0;-454.00458362;-0.00307288;448.48614527;-0.00824516;-525.7789619;-0.17028253;-486.27923668;0.38325009
0.1571;0.0;0.0;0.0;0.0;0.0;0.1571;0.1571;0.0;0.1257;-375.71326583;-0.00452208;-1067.27955778;-6.80341821;-569.34471955;0.42030688;899.57784801;15.01160648
0.0942;0.0;0.0;0.0;0.0942;0.0;0.0;0.1257;0.0;0.0;-461.97916129;-0.00368565;635.84106642;-0.10829077;-562.34872628;-0.52215117;-438.79160598;0.65656289
0.0;0.0;0.0;0.0;0.0942;0.1885;0.0;0.0;0.0;0.2199;-446.32492091;-0.00419564;842.86008833;-0.6467748;-489.92890991;0.18992945;-1862.03001189;9.66272357
0.0;0.0;0.0;0.1257;0.0;0.0;0.1571;0.0;0.0;0.0;-440.11816472;-0.00356203;619.24471669;-0.07457118;-359.7347535;-1.49153113;-466.26073064;-0.14647755
0.0;0.1885;0.2199;0.0628;0.0;0.0;0.1571;0.0;0.0;0.0;-413.66897898;-0.00357965;169.15771881;-0.49802654;-424.55078928;0.12003352;670.38235029;12.15724108
0.1885;0.0;0.0;0.0;0.0;0.1885;0.0;0.0;0.1885;0.0;-431.29603221;-0.00428178;-2744.73160621;-109.9109267;-666.42404907;0.89935028;2130.24704385;83.45518453
0.0;0.0;0.0942;0.0;0.0;0.0;0.0;0.2199;0.0;0.0;-420.3334965;-0.00324575;422.28428638;-0.00651019;-530.67858084;0.75623062;-543.38255909;-1.58717998
0.1885;0.1571;0.0628;0.0;0.0;0.0;0.1257;0.0;0.1885;0.1885;-423.34499712;-0.0015153;-350.30230338;-2.59864611;-1620.56915513;7.91477665;-2.98289889;-16.11074539
0.0;0.1571;0.2199;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-424.79202659;-0.00444319;484.1555224;-0.05232468;-444.30495171;0.0068575;-599.54173162;0.32676749
0.1571;0.0;0.0;0.1257;0.0;0.1571;0.0;0.0;0.0;0.0;-401.55868851;-0.00479841;633.03216842;-0.51362496;-602.02258134;0.21854704;-306.53395577;5.05068406
0.0;0.0;0.0;0.0;0.1571;0.0;0.0;0.0;0.0;0.1571;-451.82578846;-0.00403905;571.00686236;-0.08767407;-442.04851307;-0.02715068;-645.91603903;5.79193429
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1571;0.0;0.0;-448.48483422;-0.00179604;476.53240341;-0.00415375;-589.02548689;-0.11326231;-578.80639533;-0.3139773
0.0;0.0;0.0;0.0;0.1571;0.0;0.1885;0.0;0.0;0.0;-457.2338487;-0.0027999;471.15545436;-0.03760227;-544.52028274;-0.20073877;-554.64302574;-4.05633388
0.0;0.0628;0.0;0.0;0.0;0.1257;0.0;0.0;0.0;0.0;-476.44217352;-0.0014299;447.8455654;0.00051044;-528.52974308;-0.17542817;-539.83532288;-0.14931526
0.0;0.0;0.0;0.0;0.0;0.0;0.0942;0.0;0.0;0.0;-462.98184178;-0.00102465;483.18943275;-0.00109611;-746.88530159;-0.09338127;-678.86112708;-0.50102785
0.0;0.0;0.1571;0.0942;0.1571;0.2513;0.0628;0.0;0.0;0.1257;-455.72429197;-0.00195473;503.87768491;-0.22606297;-1064.84789173;20.03236283;-1669.67423589;222.98973644
0.1571;0.0;0.0;0.1571;0.0;0.0;0.1571;0.0;0.0942;0.0;-394.31792011;-0.00468827;305.52382486;-0.26623547;-518.36727362;0.23928952;242.53612327;7.4845908
0.0;0.0;0.0;0.1257;0.0;0.0;0.0;0.0;0.0;0.1571;-427.12675829;-0.00393447;490.87573836;-0.02504222;-464.75410248;-0.10263968;-538.72700303;-0.07892405
0.0;0.0;0.1257;0.0;0.0;0.0942;0.0;0.0;0.0;0.0;-429.03910215;-0.00407977;523.98669557;-0.02493027;-524.22974112;-0.234149;-564.89757523;-0.78982723
0.1571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-447.46539231;-0.00256775;467.1727807;-0.00941732;-538.04040754;-0.11266848;-484.35283309;0.44710334
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1885;0.0;-433.6900461;-0.00293248;478.52969505;-0.00802467;-571.95722772;-0.08289985;-1232.40580312;198.05658356
0.0;0.0;0.0;0.0;0.1571;0.1257;0.0;0.1885;0.1885;0.1885;-404.49024176;-0.0006021;386.12054944;-0.27784096;-754.34595564;6.53743014;47.52763411;20.67098686
0.1257;0.1885;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-419.47870479;-0.00405325;500.40844525;-0.0450167;-586.41191161;-14.27465368;-628.45614856;2.41934845
0.0;0.0;0.0;0.0628;0.0;0.0;0.0;0.0;0.0;0.0;-470.55435368;-0.00098109;463.40491262;0.00094476;-840.84019979;-0.07740248;-409.87142309;-0.08409493
0.0;0.0;0.0;0.0;0.1257;0.0942;0.1257;0.1257;0.1885;0.0;-431.54675298;-0.00289297;384.09055168;-0.27010173;-885.32122163;-1.9355632;2126.18521838;395.08194436
0.0;0.0;0.2199;0.0;0.0;0.0628;0.0;0.0;0.0;0.1571;-436.88161701;-0.00534073;520.27987014;-0.04627001;-442.15034364;0.1170353;-1464.87497196;20.46093263
0.0;0.0;0.0;0.0;0.1571;0.0;0.0942;0.0;0.0;0.0;-434.05238418;-0.0029785;702.01593109;-0.13935519;-495.54458107;-0.14100901;-489.87013451;-0.61929896
0.0;0.0;0.0;0.0;0.0;0.0;0.2199;0.0;0.0;0.0;-440.10301595;-0.00219945;525.448158;-0.01751076;-468.74336049;-0.12976014;-479.87164686;-0.01504484
0.0;0.0;0.0;0.0;0.0;0.0;0.2199;0.0942;0.0;0.0;-432.09894149;-0.00344031;657.57446856;-0.10591141;-429.45097506;1.60828412;-605.73479055;-1.94599736
0.0942;0.0;0.2199;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-432.74760368;-0.00403337;548.3300067;-0.04414839;-514.09620891;-0.25474453;-488.25178013;-0.33505986
0.0;0.0;0.0;0.0;0.0;0.0942;0.0;0.0;0.0;0.1571;-454.64503452;-0.00281091;486.77305895;-0.02162047;-514.23548708;-0.16682107;-0.45984271;3.85020269
0.0;0.0;0.0;0.0;0.1885;0.1885;0.0;0.0;0.0;0.0;-409.45208071;-0.00447702;835.72643011;-0.31781913;-1032.57721398;-49.71333648;-582.74270816;-0.05061605
0.0;0.0;0.0;0.1571;0.0628;0.0628;0.0;0.0;0.0;0.0;-420.51194178;-0.00432916;498.70670911;-0.02668658;-416.6655638;-0.28903159;-458.78856595;0.36689063
0.0;0.0;0.0;0.0;0.1571;0.0;0.0;0.0;0.0;0.0;-441.91563101;-0.00286671;451.03689554;-0.00212416;-599.0338221;-0.11449633;-381.25554073;-0.2255998
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0628;0.0;-454.63633753;-0.00139781;473.43137573;0.00010385;-701.34605697;-0.09316062;-413.1016361;-0.04138454
0.0;0.0;0.0;0.0;0.1571;0.0628;0.0;0.0;0.0;0.1571;-429.23941943;-0.00394886;512.962565;-0.05694013;-504.38683017;-0.01245607;-47.01541841;7.48756231
0.0;0.0;0.0;0.1571;0.0;0.0;0.0;0.0;0.0;0.0;-491.29360538;-0.00132751;429.70665083;-0.00589706;-615.06093208;-0.12149473;-491.85913515;0.22144772
0.0;0.1257;0.1885;0.0;0.0;0.0;0.0628;0.0;0.2199;0.0;-465.78532756;-0.00414169;-2944.72994069;-46.84057432;-2257.34005295;23.86047387;782.6992555;33.69389545
0.0;0.0;0.0;0.0;0.0;0.0;0.1885;0.0;0.0;0.0;-431.26012531;-0.00292874;484.88499781;-0.01621558;-522.36607541;-0.12817802;-559.6300892;-0.1913182
0.0;0.0;0.0;0.0;0.0;0.0;0.1885;0.0;0.2513;0.1571;-421.76786157;-0.00215747;-1806.2879199;-19.72724438;-1156.87295097;3.83408307;36174.6188491;28425.01216814
0.0;0.0;0.0;0.0942;0.0;0.0;0.0;0.0;0.0;0.0;-476.68916371;-0.00077656;490.05925004;-0.00460008;-775.47770616;-0.08160214;-17531.12059173;-3735.99324498
0.0;0.0;0.2199;0.1257;0.1571;0.0;0.0942;0.0;0.0942;0.1257;-379.96962999;-0.00511258;393.54946556;-0.34335817;-1074.23957375;-2.19155577;589.1301653;0.14119494
0.0;0.0;0.0;0.1257;0.0;0.0;0.1571;0.1571;0.0;0.0628;-401.09924834;-0.00611172;-3504.01901971;-70.42633263;-485.11626025;0.0256987;-3927.15126215;66.44281695
0.0;0.0;0.0;0.0628;0.0;0.1257;0.0;0.0;0.0;0.0;-460.90322479;-0.0027683;473.89725941;-0.01287993;-547.98541481;-0.12770487;-355.53373767;-0.33258301
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1571;0.0;0.0;-454.10993077;-0.00207309;497.20454214;-0.00489723;-606.18599989;-0.11109277;-608.50861949;-0.58422076
0.0;0.1885;0.0;0.0;0.1885;0.0314;0.0;0.0;0.1571;0.0;-431.40027004;-0.00233231;-27935.4069045;-6625.98730563;-512.26557011;0.33272794;-1610.77405505;21.72161932
0.0;0.0;0.1885;0.1257;0.1885;0.2199;0.0;0.0;0.0;0.1571;-440.88185078;-0.00715983;797.33245645;-0.7183894;1992.7464676;26.53026281;556.87702689;-54.47153567
0.0;0.0;0.1257;0.0;0.0;0.0628;0.0;0.1571;0.0;0.0;-434.71459157;-0.00332969;762.14930079;-0.33367057;-520.34238574;-0.2298479;-386.01582036;15.69322975
0.0;0.0;0.0;0.0;0.1571;0.0;0.0;0.0;0.0;0.0;-481.45015254;-0.00092614;538.46905043;-0.01792524;-635.09658805;-0.140887;-469.17847512;-0.29044721
0.0;0.0;0.2199;0.0;0.0;0.2513;0.2199;0.0;0.0;0.0;-380.02823349;-0.00396898;686.33259844;-0.0450646;-385.75120286;3.27567979;326.51315208;14.33761775
0.2199;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-457.33557855;-0.00177676;498.68595865;-0.01747922;-520.35158052;-0.24404308;-565.81473661;-0.04142478
0.1257;0.0;0.0942;0.0;0.1885;0.1571;0.1257;0.0;0.0;0.0;-387.50759854;-0.0051196;278.77188145;-0.15058544;-1073.15904668;2.07120331;1208.45931458;18.2358973
0.0;0.0;0.0;0.0;0.0628;0.0;0.0;0.0;0.0;0.0;-465.43384414;-0.00095032;469.01927631;0.00067508;-733.31024334;-0.11847536;-456.22715157;0.00506097
0.0;0.0;0.0;0.0;0.0;0.1257;0.0;0.0;0.0;0.1257;-418.67712552;-0.00339368;436.01106166;-0.008846;-503.02337556;-0.43542253;-557.00371865;0.19299857
0.0;0.0;0.0;0.0;0.0;0.0;0.1257;0.0;0.0;0.0;-489.49439431;-0.00112509;521.24946788;-0.01179087;-663.73570721;-0.13786768;-546.43860746;-2.78781284
0.1571;0.0;0.0;0.0;0.1571;0.0942;0.0;0.0;0.0;0.0;-404.85183775;-0.00428885;2189.63216644;-4.96860634;32.12943966;-30.35317706;-890.97328706;2.14270187
0.0;0.0;0.0;0.0;0.0;0.0;0.0628;0.0;0.0;0.0;-466.27063053;-0.00077981;471.5372723;0.00019698;-819.68370203;-0.09812269;-922.11614489;-3.35687755
0.0;0.0;0.0942;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-462.47701641;-0.00121251;500.12528459;-0.00360178;-820.79406571;-0.16848031;-483.35690238;-0.18465651
0.0;0.0;0.2199;0.0;0.0;0.0;0.1571;0.0;0.0;0.0;-438.62165225;-0.00382921;645.06722129;-0.1067665;-499.07582314;-0.24680056;-600.56968814;1.45640996
0.0;0.0;0.0;0.0;0.0;0.2199;0.1885;0.0;0.0;0.0942;-439.12234421;-0.00399601;746.24100392;-0.55916263;-468.69745675;0.04276229;-2113.6873054;21.45709574
0.0;0.0;0.1257;0.0;0.0;0.0;0.0;0.0;0.1571;0.0;-461.02595183;-0.00328747;491.82604954;-0.016788;-603.37757162;-1.63928981;311.6564434;-118.54979326
0.0;0.1571;0.0;0.0;0.1257;0.0;0.0;0.0;0.0;0.0;-446.8593339;-0.00288433;567.1375492;-0.0601033;-429.34908844;-0.26637488;-541.53727518;0.15603939
0.0628;0.0;0.0;0.0;0.0;0.0;0.1885;0.0;0.0;0.1257;-446.60120779;-0.00300013;706.38056552;-0.3552323;-482.37511947;0.47428049;-1406.93798995;30.03798212
0.0942;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2199;-438.54809201;-0.00381666;891.49975597;-0.3805108;-574.91733018;-0.2032864;-964.25898296;-5.52057944
0.0;0.0;0.1885;0.0;0.1257;0.0;0.0314;0.0;0.0;0.0;-453.98401568;-0.00371972;530.5951866;-0.06504316;-575.35798224;-1.72658509;-662.83579208;1.29852486
0.0;0.1885;0.1257;0.0;0.1885;0.0;0.1885;0.0;0.0;0.0;-421.61840497;-0.00324928;-356.59240772;-1.79660049;1693.0290675;142.2426808;1063.93564295;9.28506328
0.0;0.0;0.1571;0.0;0.0;0.0;0.1571;0.0;0.1257;0.0;-431.09872492;-0.00436137;623.35591274;-0.18036312;-546.56318488;0.19620325;-680.1173508;2.612213
0.0;0.0;0.0;0.0;0.0;0.1257;0.2199;0.0;0.0;0.0;-390.38993141;-0.00400133;581.79624767;-0.05498742;-450.54792759;0.40183378;-746.37999904;-10.15814825
0.0;0.0;0.1571;0.1571;0.0;0.0;0.0942;0.0;0.1885;0.1885;-370.49679593;-0.00515591;486.67378351;-0.28103727;-169.47456792;5.92831141;481.15521344;0.74240915
0.0628;0.0;0.1571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-489.43348442;-0.00150408;507.41516852;-0.02507309;-552.04610627;-0.10703258;-1057.12705911;-32.63112124
0.0;0.0;0.1257;0.2513;0.0;0.0;0.0;0.1571;0.0;0.0;-442.5932157;-0.00459101;883.23766413;-0.69628056;-507.12414848;0.2601515;684.7964077;7.38816441
0.1571;0.0;0.0;0.1257;0.0;0.1571;0.1571;0.0;0.0942;0.0;-394.1909803;-0.00422331;199.70396071;-0.1699411;-5556.38153099;2667.2618649;1307.8998379;40.97752825
0.1571;0.0;0.0;0.1257;0.0;0.0;0.0;0.0;0.0;0.0;-423.59582944;-0.0036844;548.69379108;-0.06667188;-391.60084;-0.38906401;-513.48697157;0.51798707
