sg_1;sg_2;sg_3;sg_4;sg_5;f_1_r;f_1_i;f_2_r;f_2_i;f_3_r;f_3_i;f_4_r;f_4_i
0.2199;0.1571;0.2199;0.0;0.0;9520.1031987;-0.07009985;-279.01051167;-1.903e-05;103.22560171;7.084e-05;-2789.29281299;-0.14414653
0.0;0.0;0.0;0.0;0.0314;405.23289878;-0.00025164;1446.43034775;-0.00053185;-840.89367438;-0.00026812;519.07912317;-0.00031976
0.1885;0.2199;0.0;0.1257;0.1571;389.10956529;7.072e-05;-521.01812589;1.258e-05;-240.74973352;0.00414725;-109.66906698;3.423e-05
0.1885;0.0;0.0;0.0;0.0942;-97.98016076;1.214e-05;-3288.87692416;-0.00378896;-688.3495258;1.5e-05;197.83352758;0.00329405
0.0942;0.0;0.0;0.0;0.2199;-135.88180376;-1.034e-05;-1053.37437726;-0.00030633;-120.96730173;6.6e-06;1625.66415106;0.11005901
0.0;0.1885;0.2199;0.0;0.2199;-931.93408909;0.00019843;-840.14974185;-0.0001056;-133.58912428;7.163e-05;277.70976883;0.0031404
0.0;0.0;0.1885;0.0;0.0;586.94024616;-0.00050805;-2452.55737278;-0.00161157;-1105.64730878;-0.00021514;805.62490525;-0.00418111
0.0;0.1571;0.0;0.0;0.0;215.16152551;-0.00010151;-794.0195477;-0.00023351;-2719.24237763;-0.00611442;297.38322998;-0.00158331
0.1257;0.1885;0.0;0.0;0.1885;-487.19109992;-0.00023918;-240.16734387;-6.9e-06;-293.78036288;-6.556e-05;192.33949299;5.88e-05
0.0;0.0;0.0;0.0;0.0;405.23674842;-0.00025165;1446.44504275;-0.00053185;-840.90382254;-0.00026812;519.16900865;-0.00031994
0.0;0.2513;0.0;0.0;0.0;-930.92340393;-0.00077127;-668.3561231;-0.00011678;-2784.06735638;-0.00435368;360.07916612;-0.00531819
0.1571;0.1885;0.0314;0.0;0.1257;155.3664702;-0.00012406;-1094.18705159;-0.00045375;579.95801572;0.00261842;-62.86154582;0.00067603
